Year,Year ending,Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,4
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1
2022,June,Melbourne,3141,South Yarra,A Crimes against the person,Other crimes against the person,Other crimes against the person,5
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B20 Property damage,B21 Criminal damage,18
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,18
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,20
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,45
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B49 Other theft,31
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,3
2022,June,Melbourne,3141,South Yarra,B Property and deception offences,B50 Deception,B54 State false information,1
2022,June,Melbourne,3141,South Yarra,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3
2022,June,Melbourne,3141,South Yarra,C Drug offences,C30 Drug use and possession,C32 Drug possession,32
2022,June,Melbourne,3141,South Yarra,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2
2022,June,Melbourne,3141,South Yarra,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5
2022,June,Melbourne,3141,South Yarra,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1
2022,June,Melbourne,3141,South Yarra,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3
2022,June,Melbourne,3141,South Yarra,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,4
2022,June,Melbourne,3141,South Yarra,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,8
2022,June,Melbourne,3141,South Yarra,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1
2022,June,Melbourne,3141,South Yarra,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1
2022,June,Melbourne,3141,South Yarra,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,22
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,3
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,2
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,6
2022,June,Melbourne,3207,Port Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,1
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,11
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,1
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,16
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,10
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,3
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,43
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2
2022,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,7
2022,June,Melbourne,3207,Port Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2
2022,June,Melbourne,3207,Port Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1
2022,June,Melbourne,3207,Port Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,12
2022,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2
2022,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,3
2022,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1
2022,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1
2022,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2
2022,June,Melbourne,3207,Port Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9
2022,June,Melbourne,3207,Port Melbourne,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,13
2021,June,Melbourne,3000,Carlton,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1
2021,June,Melbourne,3000,Carlton,B Property and deception offences,B20 Property damage,B21 Criminal damage,4
2021,June,Melbourne,3000,Carlton,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
2021,June,Melbourne,3000,Carlton,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
2021,June,Melbourne,3000,Carlton,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,4
2021,June,Melbourne,3000,Carlton,C Drug offences,C30 Drug use and possession,C32 Drug possession,2
2021,June,Melbourne,3000,Carlton,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1
2021,June,Melbourne,3000,Carlton,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,104
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,410
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",148
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,153
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,593
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,105
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,18
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,7
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,20
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,13
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,12
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,30
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,68
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,17
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,33
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,40
2021,June,Melbourne,3000,Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,271
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,20
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B10 Arson,B19 Other fire related offences,3
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,638
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,123
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,11
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,43
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,238
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,453
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,238
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,415
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,960
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,459
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,478
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,"1,309"
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,907
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"1,742"
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B54 State false information,57
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B55 Deceptive business practices,1
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,5
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B59 Other deception offences,16
2021,June,Melbourne,3000,Melbourne,B Property and deception offences,B60 Bribery,B61 Bribery of officials,1
2021,June,Melbourne,3000,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1
2021,June,Melbourne,3000,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,144
2021,June,Melbourne,3000,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1
2021,June,Melbourne,3000,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,21
2021,June,Melbourne,3000,Melbourne,C Drug offences,C30 Drug use and possession,C31 Drug use,5
2021,June,Melbourne,3000,Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,"1,078"
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,37
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,430
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,190
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,278
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,176
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,16
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,79
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,49
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,2
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,5
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D33 Begging,10
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,68
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,9
2021,June,Melbourne,3000,Melbourne,D Public order and security offences,D40 Public security offences,D43 Hacking,1
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,251
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,20
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,54
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,20
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,353
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,22
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,560
2021,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,50
2021,June,Melbourne,3000,Melbourne,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,2
2021,June,Melbourne,3000,Melbourne,F Other offences,F20 Transport regulation offences,F21 Public transport,7
2021,June,Melbourne,3000,Melbourne,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,2
2021,June,Melbourne,3000,Melbourne,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1
2021,June,Melbourne,3000,Melbourne,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2
2021,June,Melbourne,3000,Melbourne,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,"2,079"
2021,June,Melbourne,3000,Melbourne,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,3
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,12
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",12
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,11
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,30
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,11
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4
2021,June,Melbourne,3002,East Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,18
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,48
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,3
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,39
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,32
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,44
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,100
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,38
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,35
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,95
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,1
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,47
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B54 State false information,5
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1
2021,June,Melbourne,3002,East Melbourne,B Property and deception offences,B50 Deception,B59 Other deception offences,11
2021,June,Melbourne,3002,East Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,9
2021,June,Melbourne,3002,East Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3
2021,June,Melbourne,3002,East Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,91
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,7
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,23
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,2
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,20
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,6
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1
2021,June,Melbourne,3002,East Melbourne,D Public order and security offences,D40 Public security offences,D43 Hacking,74
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,15
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,27
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,1
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,9
2021,June,Melbourne,3002,East Melbourne,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2
2021,June,Melbourne,3002,East Melbourne,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,363
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,5
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,15
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",6
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,18
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,27
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,5
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,8
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,6
2021,June,Melbourne,3003,West Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,30
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,3
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,66
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,28
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,70
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,35
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,49
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,112
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,63
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,36
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,107
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,8
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,61
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B50 Deception,B54 State false information,4
2021,June,Melbourne,3003,West Melbourne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1
2021,June,Melbourne,3003,West Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,14
2021,June,Melbourne,3003,West Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,5
2021,June,Melbourne,3003,West Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,58
